id,name,pf,publication_id,title
559,routing,1713.8648484399998,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
560,"fault tolerance",672.6985829600001,4013337,"Proactive Fault Tolerance in Large Systems"
561,"wireless networks",725.002875,1603757,"TCP over Wireless Networks Using Multiple Acknowledgements"
562,"image processing",121.74914669999998,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
563,automation,22.142734523999998,476394,"Why do migrations fail and what can we do about it"
564,"data mining",172.142803968,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
565,"artificial intelligence",87.09776969400001,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
566,"execution time",108.16799844700002,7010684,"Compressing heap data for improved memory performance: Research Articles"
567,"polynomial time",183.47103338,2339302,"A computational analysis of human genetic variation"
568,"performance evaluation",1027.6188172599998,1336860,"Supervisory Control of Malicious Executables in Software Processes"
569,"artificial intelligence",67.727210844,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
570,"data management",12.395264300099997,1523377,"Enabling Privacy for the Paranoids"
571,routing,398.90066735999994,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
572,"relational algebra",110.90017877199999,1950090,"Probabilistic Stream Relational Algebra: A Data Model for Sensor Data Streams"
573,"intelligent systems",2929.4375418,11910767,"Symbol Processing Systems, Connectionist Networks, and Generalized Connectionist Networks"
574,"critical path",16.032450972,245032,"A software architecture for multithreaded and multiprotocol distributed applications"
575,"data mining",289.94059823099997,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
576,routing,336.717833616,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
577,diagnosis,6.346189406130001,2945316,"A robust method for hybrid diagnosis of complex systems"
578,multimedia,2011.7555135999999,1497272,"Scoring an Interactive, Multimedia Performance Work"
579,"virtual machine",119.323385496,11554108,"Memory safety for low-level software/hardware interactions"
580,"reputation system",235.023684413,34327778,"RepRank: reputation in a peer-to-peer online system"
581,"network coding",194.11839814799998,4412483,"Secure and robust communication in wireless mesh networks"
582,"kalman filter",9.068465374200002,964845,"A Bayesian Approach to Data Assimilation"
583,"mobile computing",376.14342583499996,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
584,bioinformatics,2273.9439021000003,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
585,"singular value decomposition",74.79271769,13303494,"SVD Subspace Projections for Term Suggestion Ranking and Clustering"
586,"image processing",5110.017592,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
587,stroke,101.673870309,631426,"Real-time Measurement of Arm's Mechanical Impedance with Augmented Reality Illustration"
588,"wireless sensor networks",3495.68928956,11088318,"Geometric Routing in Wireless Sensor Networks"
589,crowdsourcing,443.577900033,1221552,"CrowdMAC: a crowdsourcing system for mobile access"
590,"image segmentation",468.899758989,4182552,"Autonomous aerial navigation and tracking of marine animals"
591,"time complexity",747.00195636,3785117,"Method and system for reconciling remote data"
592,"model checking",211.758363517,4978152,"Model Checking for Dependable Software-Intensive Systems"
593,"parallel computing",34.104534959999995,6572721,"The portability of parallel programs across MIMD computers"
594,software,0.8910790675799999,518119,"Softspec: Software-based Speculative Parallelism"
595,"wireless sensor networks",1702.09858364,11088318,"Geometric Routing in Wireless Sensor Networks"
596,java,397.58561037999993,777162,"Object-oriented Programming Languages Need Well-founded Contracts"
597,"virtual machine",1171.7682479999999,11554108,"Memory safety for low-level software/hardware interactions"
598,"wireless sensor networks",381.466352264,11088318,"Geometric Routing in Wireless Sensor Networks"
599,"energy efficiency",4.24426220394,606208,"Range Scaling of Wirelessly Powered Sensor Systems"
600,"signal processing",89.597102166,938295,"Signal Processing for Audio HCI"
601,probability,366.014676764,32997063,"Random Rates for 0-Extension and Low-Diameter Decompositions."
602,"parallel algorithms",491.138707228,791572,"Parallelizing the spectral transform method: A comparison of alternative parallel algorithms"
603,"computed tomography",334.101611385,1089315,"Automatic annotation of radiological observations in liver CT images."
604,"data mining",3.55152955784,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
605,"software development",194.675878656,1114769,"Recognizing Patterns for Software Development Prediction and Evaluation"
606,virtualization,251.23483628999998,23164396,"Disaggregated memory architectures for blade servers"
607,cryptography,35.470424563600005,3168804,"Two-Party Computation Model for Privacy-Preserving Queries over Distributed Databases."
609,"natural language processing",30.091729575000002,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
610,anonymity,391.058876712,9151246,"On shopping incognito"
611,"motion planning",360.73831751999995,2881148,"Solving motion planning problems by iterative relaxation of constraints"
612,survey,525.1139968,18853423,"Recent Developments in Computational Gene Recognition"
613,routing,170.887797312,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
614,"cloud computing",909.73508988,1748331,"Remote Procedure Calls and the Client/Server Model"
615,clustering,66.963702207,2283060,"Constrained K-Means Clustering"
616,"sensor node",38.2314605564,13650750,"Energy-efficient information collection and dissemination in wireless sensor networks"
618,"approximation algorithms",16.858724808799998,4907163,"The Promise of LP to Boost CSP Techniques for Combinatorial Problems"
619,"social media",46.836378737400004,9991798,"Personality Modeling Based Image Recommendation"
620,"social network",430.87706947299995,29935650,"Modeling Spread of Disease from Social Interactions"
621,"polynomial time",479.07538407,2339302,"A computational analysis of human genetic variation"
622,"deep learning",141.119682405,6468916,"Boltzmann Machines for Image Denoising"
623,"reinforcement learning",126.570619065,361876,"Rational and convergent learning in stochastic games"
624,"type system",2.47794694867,1032800,"Types for Flexible Objects"
625,"virtual reality",30.487940330399997,2294255,"Virtual Reality Unbound"
627,gpu,1.0670200282,19091323,"Navigating Wikipedia with the Zoomable Adjacency Matrix Explorer"
629,"social networks",6.7848806116,7077119,"Modeling and analysis of massive social networks"
630,"social network",74.09551761899999,29935650,"Modeling Spread of Disease from Social Interactions"
631,"wavelet transform",890.05490766,27612422,"Comparison of morphological and wavelet based methods in intracranial pressure signal analysis"
633,"differential privacy",201.07472681000002,15193045,"Testing the lipschitz property over product distributions with applications to data privacy"
634,bioinformatics,79.33679754,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
635,"query time",89.376516375,13266990,"Two- and Three-Dimensional Point Location in Rectangular Subdivisions (Extended Abstract)"
636,"linear algebra",1.30035610155,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
638,"domain decomposition",228.79210027200003,8957546,"Parallel, AMR MHD for Global Space Weather Simulations"
639,"computer vision",87.669234712,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
640,"convolutional neural networks",144.84084377999997,33116912,"Road scene segmentation from a single image"
641,"software testing",86.33525431800001,1307934,"Bandsaw: Log-powered test scenario generation for distributed systems"
642,"computer vision",696.28837644,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
644,"nash equilibrium",39.7985228388,28155157,"Satisficing and learning cooperation in the prisoner's dilemma"
645,"conjugate gradient method",374.82861189199997,28828277,"Operator splitting methods for the navier-stokes equations"
646,privacy,150.63643740199998,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
647,"energy efficiency",100.91385499799999,606208,"Range Scaling of Wirelessly Powered Sensor Systems"
648,"natural language processing",232.234948784,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
649,"big data",18.6279583644,2049211,"Big Data Frequent Pattern Mining"
650,"augmented reality",81.805079498,631426,"Real-time Measurement of Arm's Mechanical Impedance with Augmented Reality Illustration"
651,"parallel computing",1100.9136279299998,6572721,"The portability of parallel programs across MIMD computers"
652,"computer vision",6.9817340014,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
653,"access control",108.44107114299999,1673282,"Hardening Access Control and Data Protection in GFS-like File Systems"
654,"formal methods",53.084454564,1864419,"The DHCP Failover Protocol: A Formal Perspective"
655,"cloud computing",113.79442463999999,1748331,"Remote Procedure Calls and the Client/Server Model"
656,"convolutional neural network",254.45757720800003,830575572,"Understanding Intra-Class Knowledge Inside CNN"
657,"pattern mining",7129.319427999999,2049211,"Big Data Frequent Pattern Mining"
658,heuristics,41.405564804,2583478,"Presence Traffic Optimization Techniques"
659,"computational geometry",689.0380275,1185165,"Convex Hulls and Related Problems in Data Streams"
660,diagnosis,441.7276374,2945316,"A robust method for hybrid diagnosis of complex systems"
661,"speech recognition",103.02162276,18310804,"A Reverse Turing Test using speech"
662,"artificial intelligence",365.64849880500003,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
663,"data mining",81.156525498,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
664,"cloud computing",477.321515391,1748331,"Remote Procedure Calls and the Client/Server Model"
665,"propositional logic",27.492326082800002,2666015,"Default logic, propositional logic and constraints"
666,"image annotation",233.44597837499998,68733909,"Framing image description as a ranking task: data, models and evaluation metrics"
667,segmentation,689.047688674,5046839,"Rigid US-MRI Registration Through Segmentation of Equivalent Anatomic Structures"
668,routing,972.7652207000001,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
669,"breast cancer",403.10592188199996,8446198,"Radiolucent electrode array for combined EIT and mammography"
670,crowdsourcing,20.414736503999997,1221552,"CrowdMAC: a crowdsourcing system for mobile access"
671,"high-performance computing",966.99142219,9857082,"Managing Scalability in Object Storage Systems for HPC Linux Clusters."
672,"big data",567.101213124,2049211,"Big Data Frequent Pattern Mining"
673,android,23.379097207999997,1221552,"CrowdMAC: a crowdsourcing system for mobile access"
674,"simulated annealing",205.365558077,10816777,"Power-density aware floorplanning for reducing maximum on-chip temperature"
675,"social media",201.41465243300001,9991798,"Personality Modeling Based Image Recommendation"
676,"natural language processing",352.817961532,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
677,"reinforcement learning",110.476718336,361876,"Rational and convergent learning in stochastic games"
678,interoperability,1635.89556717,2467813,"Publishing H2O pluglets in UDDI registries"
679,semantics,22.0363935618,267417,"Continuation Semantics in Typed Lambda-Calculi (Summary)"
680,"user study",464.279050396,706544,"Improving Accessibility of Transaction-centric Web Objects."
681,"parallel computing",526.29191052,6572721,"The portability of parallel programs across MIMD computers"
682,"virtual reality",156.774712436,2294255,"Virtual Reality Unbound"
683,"hash function",13.6742971722,1225650,"Implementation of a Perfect Hash Function Scheme"
684,"energy efficiency",652.47743055,606208,"Range Scaling of Wirelessly Powered Sensor Systems"
685,bioinformatics,81.89574454800001,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
686,"decision making",35.497865223,235611,"VIRTUALLY PERFECT TIME SHARING IN DUAL-TASK PERFORMANCE:"
688,"mobile devices",68.964508444,1748331,"Remote Procedure Calls and the Client/Server Model"
689,"fault tolerance",54.649099541400005,4013337,"Proactive Fault Tolerance in Large Systems"
690,routing,363.80573745,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
691,routing,557.3468358490001,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
692,"power consumption",221.79500901,287008,"A Compiler Framework for Supporting Speculative Multicore Processors"
693,"natural language processing",57.10624501169999,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
694,"mobile robot",1472.5297944000001,2092921,"Robust Monte-Carlo localization using adaptive likelihood models"
695,"parallel processing",57.72761420849999,2140723,"Large-scale and high-throughput pattern matching on parallel architectures"
696,"object recognition",1083.52463102,13786964,"Image Shape Features"
697,peer-to-peer,192.35033748000004,6983256,"Detection and classification of different botnet C&C channels"
698,education,48.6006047124,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
699,"deep learning",319.748509338,6468916,"Boltzmann Machines for Image Denoising"
700,"breast cancer",444.838620048,8446198,"Radiolucent electrode array for combined EIT and mammography"
702,"image retrieval",36.1857522715,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
703,scheduling,116.658707797,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
704,"knowledge discovery",1451.62293318,3989084,"Clustering Large Datasets Using Data Stream Clustering Techniques"
705,"shared memory",172.18952136800002,1299801,"Mobile agents, DSM, coordination, and self-migrating threads: a Common Framework"
706,"symbolic execution",582.253055616,27509964,"Efficient Directionless Weakest Preconditions (CMU-CyLab-10-002)"
707,"deep learning",19.588054959,6468916,"Boltzmann Machines for Image Denoising"
708,"nash equilibrium",35.74633997789999,28155157,"Satisficing and learning cooperation in the prisoner's dilemma"
709,"collaborative filtering",8.440681461299999,1950670,"A Theoretical Analysis of Query Selection for Collaborative Filtering"
710,semantics,707.0638284,267417,"Continuation Semantics in Typed Lambda-Calculi (Summary)"
711,"user experience",101.23586048099999,6750778,"Domical: a new cooperative caching framework for streaming media in wireless home networks"
712,"linear programming",203.961586173,5951450,"Sensor fusion techniques for cooperative localization in robot teams"
713,classification,354.679777205,2145140,"Priors for Neural Networks"
714,"programming language",172.89725011299998,6572721,"The portability of parallel programs across MIMD computers"
715,privacy,84.285855692,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
716,"energy consumption",52.895416288,224605,"Energy Measurement of SPDY Protocol on Mobile Platform"
717,"intrusion detection",26.623714095,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
718,"genetic algorithms",0.22388220665,11021045,"Modern heuristic optimization techniques :: theory and applications to power systems"
719,"supply chain",181.465276649,83485487,"Building Agents for Internet-based Supply Chain Integration"
720,"ubiquitous computing",397.03219181099996,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
721,twitter,1.4912965119,17409017,"Patterns amongst Competing Task Frequencies: Super-Linearities, and the Almond-DG Model"
722,internet,512.8726372799999,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
723,"evolutionary game theory",4187.614249700001,37004158,"Quantum probabilities in competing lizard communities"
724,bioinformatics,29.607252385200002,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
725,"parallel algorithms",95.29387129499999,791572,"Parallelizing the spectral transform method: A comparison of alternative parallel algorithms"
726,"high performance computing",1553.19448704,3604530,"High performance computing for dna sequence alignment and assembly"
727,"knowledge graph",13.259283940000001,134832352,"Visualizing the Commonalities Between Hierarchically Structured Data Queries."
728,"model checking",726.1550317100001,4978152,"Model Checking for Dependable Software-Intensive Systems"
729,"fault injection",234.25656931300003,21497656,"Mendosis: A SAN-based Fault Injection Test-bed for the Construction of Highly Available Network Services"
730,bioinformatics,1051.1843865600001,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
731,heuristics,301.925636595,2583478,"Presence Traffic Optimization Techniques"
732,"information theory",72.05419479499999,5349274,"Sparse Modeling with Universal Priors and Learned Incoherent Dictionaries(PREPRINT)"
733,"high performance computing",305.94631848,3604530,"High performance computing for dna sequence alignment and assembly"
734,algorithms,1147.3900943200001,277504,"RC6 as the AES."
735,"data privacy",144.84084377999997,13671444,"Strategic Modeling of Information Sharing among Data Privacy Attackers"
736,"big data",5559.4553157,2049211,"Big Data Frequent Pattern Mining"
737,"linear temporal logic",349.87574496299993,29910447,"Verification of reactive systems and decision problems in temporal logic"
738,"social networks",555.6030448500001,7077119,"Modeling and analysis of massive social networks"
739,"parallel machine",49.5083269658,1913337,"Parallel delaunay refinement mesh generation"
740,internet,164.70231414000003,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
741,"machine translation",37.4441304696,11643025,"Combining Categorization-based and Corpus-based Approaches for CLIR."
742,"deep learning",95.396261183,6468916,"Boltzmann Machines for Image Denoising"
743,"high-performance computing",161.345689272,9857082,"Managing Scalability in Object Storage Systems for HPC Linux Clusters."
744,scheduling,548.542843186,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
745,"performance analysis",17.222103605799997,2835631,"Proceedings of the joint international conference on Measurement and modeling of computer systems"
746,"genetic algorithm",23.141739816300003,12292114,"Analysis of genetic diversity through population history"
747,"big data",651.20427576,2049211,"Big Data Frequent Pattern Mining"
748,interoperability,1632.92719581,2467813,"Publishing H2O pluglets in UDDI registries"
749,"hidden markov models",256.890727913,9464255,"A Preliminary Investigation of Hierarchical Hidden Markov Models for Tutorial Planning."
750,"parallel computing",802.5095559900001,6572721,"The portability of parallel programs across MIMD computers"
752,"high performance computing",80.518986156,3604530,"High performance computing for dna sequence alignment and assembly"
753,"resource allocation",1256.76550455,9274990,"Beyond disk imaging for preserving user state in network testbeds"
754,"open data",145.410161904,102708294,"DBpedia: a nucleus for a web of open data"
755,"deep learning",1.0071624031000002,6468916,"Boltzmann Machines for Image Denoising"
756,"image retrieval",461.19839699999994,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
757,"singular value decomposition",103.43758516199999,13303494,"SVD Subspace Projections for Term Suggestion Ranking and Clustering"
758,"social networks",372.472038835,7077119,"Modeling and analysis of massive social networks"
759,"energy efficiency",556.53962969,606208,"Range Scaling of Wirelessly Powered Sensor Systems"
760,usability,167.31509954,556334,"Usability and accessibility in consumer health informatics current trends and future challenges."
761,"energy function",184.31667142499998,19395395,"Piecewise planar scene reconstruction and optimization for multi-view stereo"
762,rfid,61.961615147,5798129,"Unidirectional key distribution across time and space with applications to RFID security"
763,"static analysis",77.000413256,13579519,"A Colored Petri Net-Based Approach for Automated Deadlock Detection in Parallel Programs"
764,"information theory",1322.0237250000002,5349274,"Sparse Modeling with Universal Priors and Learned Incoherent Dictionaries(PREPRINT)"
765,"model checking",198.245662801,4978152,"Model Checking for Dependable Software-Intensive Systems"
766,"deep learning",319.50631647,6468916,"Boltzmann Machines for Image Denoising"
767,"genetic algorithm",130.72646327400003,12292114,"Analysis of genetic diversity through population history"
768,"gene expression",1873.7073432,7007256,"Computational systems biology methods to study alzheimer's disease"
769,"deep learning",0,6468916,"Boltzmann Machines for Image Denoising"
770,"polynomial time",1160.78613589,2339302,"A computational analysis of human genetic variation"
771,"open source",154.05677296500002,11749263,"Image Annotation System Using Visual and Textual Features."
772,"semantic web",146.779698208,230160,"Integrating provenance into an operational data product information system"
773,"temporal logic",469.20984636299994,23603061,"Planning and Control"
774,"polynomial time",114.988870226,2339302,"A computational analysis of human genetic variation"
776,"human factors",25.3202917378,23546620,"Scenario-based user testing to guide consumer health informatics design."
777,"symbolic execution",691.992372351,27509964,"Efficient Directionless Weakest Preconditions (CMU-CyLab-10-002)"
779,"data mining",936.8825009999999,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
780,"empirical study",117.88917292799998,520826,"More than speed? an empirical study of touchscreens and body awareness on an object manipulation task"
781,"triangular mesh",18.101787253199998,21302856,"Splitting the Sky - HTM and HEALPix"
782,"memory hierarchy",221.2719369,3528745,"Cache-Oblivious Algorithms and Data Structures"
783,"user interface",54.3290398784,230160,"Integrating provenance into an operational data product information system"
784,"singular value decomposition",72.32380736,13303494,"SVD Subspace Projections for Term Suggestion Ranking and Clustering"
785,authentication,25.3802349843,6751686,"Abusing notification services on smartphones for phishing and spamming"
787,"big data",50.6114742757,2049211,"Big Data Frequent Pattern Mining"
788,"facial expression recognition",105.65157114000002,92621565,"Exploiting competition relationship for robust visual recognition"
789,internet,74.23076941200001,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
790,"wireless sensor networks",319.76357211,11088318,"Geometric Routing in Wireless Sensor Networks"
791,"user study",21.314105904,706544,"Improving Accessibility of Transaction-centric Web Objects."
792,segmentation,0.42021175178000003,5046839,"Rigid US-MRI Registration Through Segmentation of Equivalent Anatomic Structures"
793,"query processing",120.377412648,9222357,"Query processing and optimization in information-integration systems"
794,"computed tomography",34.360481197,1089315,"Automatic annotation of radiological observations in liver CT images."
795,matching,0,7644289,"More on Matching"
796,routing,58.3073949801,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
797,"feature extraction",342.989342878,22732579,"Our Emotions as Seen through a Webcam"
798,"artificial intelligence",9.2044700748,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
799,education,48.9559560951,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
800,annotation,716.5554646500001,317670,"A Minimum Description Length Technique for Semi-Supervised Time Series Classification"
801,"mobile computing",206.508023084,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
802,routing,825.8691934,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
803,"data mining",83.56881726,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
804,"ground truth",15.3631507296,26097640,"Hybrid human-machine vision systems: image annotation using crowds, experts and machines"
805,bioinformatics,244.34170761,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
806,"software engineering",9.9688802664,4247079,"Software Architecture and Object-Oriented Systems"
808,education,185.675942893,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
809,"user experience",1.49330706924,6750778,"Domical: a new cooperative caching framework for streaming media in wireless home networks"
810,"energy efficiency",112.545502958,606208,"Range Scaling of Wirelessly Powered Sensor Systems"
811,authentication,42.3802758891,6751686,"Abusing notification services on smartphones for phishing and spamming"
812,"performance evaluation",35.7355131846,1336860,"Supervisory Control of Malicious Executables in Software Processes"
813,"computer games",120.80459078400001,16690005,"Proceedings of the 4th International Conference on Fun and Games"
814,"artificial intelligence",87.52147404099999,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
816,"computer vision",653.0269144050001,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
817,"anomaly detection",150.19370799,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
818,learning,0,318662,"Learning classical physics"
819,"image processing",194.36203479000002,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
820,"mobile computing",114.10199039799998,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
821,"approximation algorithm",583.068806541,3973702,"Approximation Algorithm for the Max k-CSP Problem."
822,"parallel computing",132.89029655899998,6572721,"The portability of parallel programs across MIMD computers"
824,"query language",316.72167966,5513260,"Characterizing Data Provenance (Abstract)"
825,authentication,0.220117525558,6751686,"Abusing notification services on smartphones for phishing and spamming"
826,heuristics,56.14246215199999,2583478,"Presence Traffic Optimization Techniques"
827,"user interface",44.2250908684,230160,"Integrating provenance into an operational data product information system"
828,"wireless sensor networks",414.706005948,11088318,"Geometric Routing in Wireless Sensor Networks"
829,"reverse engineering",5.03458192423,22075568,"Proceedings of the 5th international symposium on Software visualization"
830,games,1.1150307064799998,3973702,"Approximation Algorithm for the Max k-CSP Problem."
831,metadata,18.8584613184,269549,"Predicting a Scientific Communityâ€™s Response to an Article"
832,internet,147.674955857,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
834,"magnetic resonance imaging",772.0393498999999,4075329,"Lumbar Spine Disc Herniation Diagnosis with a Joint Shape Model"
835,"data mining",81.83852726500001,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
836,"source code",86.021346463,10224931,"Precise and practical flow analysis of object-oriented software"
837,"computer vision",166.78171106599999,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
838,"wireless sensor networks",134.35972809999998,11088318,"Geometric Routing in Wireless Sensor Networks"
839,"augmented reality",16.291462025199998,631426,"Real-time Measurement of Arm's Mechanical Impedance with Augmented Reality Illustration"
841,uav,0,28244765,"FUSION OF HARD AND SOFT CONTROL FOR UNINHABITED AERIAL VEHICLES"
842,"error analysis",3.9619967229500004,9509074,"Fast Multipole Method based filtering of non-uniformly sampled data."
843,"security policy",62.112839192,1805222,"Network Firewall Policy Tries"
846,"gene expression data",19.5460099896,19269568,"Ontology-Driven Information Extraction and Knowledge Acquisition from Heterogeneous, Distributed, Autonomous Biological Data Sources"
847,"search engine",76.45257393600001,1779412,"Ad targeting and/or pricing based on customer behavior"
848,sequencing,3161.8539514600006,3604530,"High performance computing for dna sequence alignment and assembly"
849,networking,221.99553273499998,1681560,"Towards improving reliability of computational RFID based smart healthcare monitoring systems"
850,privacy,6762.474392699999,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
851,"unsupervised learning",46.58839177200001,2833001,"Incorporating background knowledge in document clustering"
852,"deep learning",155.574063801,6468916,"Boltzmann Machines for Image Denoising"
853,privacy,155.90607624,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
854,"simulated annealing",155.893357,10816777,"Power-density aware floorplanning for reducing maximum on-chip temperature"
855,graph,2.70458076675,997982,"An o *(1.84 k) parameterized algorithm for the multiterminal cut problem"
856,"mobile robot",1054.61397216,2092921,"Robust Monte-Carlo localization using adaptive likelihood models"
857,"computer science",0.9665807084700001,2352100,"On the Weight of Computations."
858,"active learning",264.32380946,2337330,"Active imitation learning"
859,"query language",569.7748661999999,5513260,"Characterizing Data Provenance (Abstract)"
860,gpu,160.69078082400003,19091323,"Navigating Wikipedia with the Zoomable Adjacency Matrix Explorer"
861,"decision trees",7419.648334999999,2331017,"Planning in Decentralized POMDPs with Predictive Policy Representations"
862,"formal verification",41.00642800799999,5325007,"Automatic Generation of Invariants in Processor Verification"
863,"ubiquitous computing",1717.0594107299999,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
864,"power consumption",257.553642094,287008,"A Compiler Framework for Supporting Speculative Multicore Processors"
865,internet,203.48762774999997,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
866,"elliptic curve cryptography",248.47317742,108218230,"Elliptic Curve Cryptography in Practice"
867,authentication,937.21180896,6751686,"Abusing notification services on smartphones for phishing and spamming"
868,trust,110.268286,1523377,"Enabling Privacy for the Paranoids"
869,"model checker",540.594987705,1688939,"Improving Model Checking Stateful Timed CSP with non-Zenoness through Clock-Symmetry Reduction"
870,"dynamic programming",260.618956724,4199186,"Focused real-time dynamic programming for MDPs: squeezing more out of a heuristic"
871,"data mining",136.34690534400002,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
872,routing,149.37572502,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
873,innovation,0,5537492,"Creativity Support Tools: A Grand Challenge for HCI Researchers"
874,"ubiquitous computing",202.489637226,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
875,bioinformatics,6602.88075811,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
876,"face recognition",1988.9283556799999,57312718,"Emerging Applications to Signal Processing"
877,"data mining",55.334688108,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
878,"polynomial time",180.955241674,2339302,"A computational analysis of human genetic variation"
879,"deep learning",22.892524568000002,6468916,"Boltzmann Machines for Image Denoising"
880,"boolean function",65.4805160526,100082232,"An Explicit VC-Theorem for Low-Degree Polynomials"
881,"collaborative filtering",549.192525374,1950670,"A Theoretical Analysis of Query Selection for Collaborative Filtering"
882,"hash function",427.12140500000004,1225650,"Implementation of a Perfect Hash Function Scheme"
883,"formal verification",6.7711824491999995,5325007,"Automatic Generation of Invariants in Processor Verification"
884,bioinformatics,8.9872211066,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
885,"file system",20.343689345599998,10485164,"The Cambridge CAP Computer"
886,"machine translation",6.14143651802,11643025,"Combining Categorization-based and Corpus-based Approaches for CLIR."
887,"fault diagnosis",139.73410400000003,23459122,"Introduction to Diagnosis"
888,"bipartite graph",101.684705248,7077119,"Modeling and analysis of massive social networks"
890,"query language",696.592588494,5513260,"Characterizing Data Provenance (Abstract)"
891,"approximation algorithm",162.249498688,3973702,"Approximation Algorithm for the Max k-CSP Problem."
892,"satisfying assignment",360.35274771,157060868,"Analysis of Random Noise and Random Walk Algorithms for Satisfiability Testing"
893,bioinformatics,4274.76833348,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
